celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry_region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,elimination_week,final_place,weeks_participated,week1_judge_total,week1_judge_mean,week1_judge_count,week2_judge_total,week2_judge_mean,week2_judge_count,week3_judge_total,week3_judge_mean,week3_judge_count,week4_judge_total,week4_judge_mean,week4_judge_count,week5_judge_total,week5_judge_mean,week5_judge_count,week6_judge_total,week6_judge_mean,week6_judge_count,week7_judge_total,week7_judge_mean,week7_judge_count,week8_judge_total,week8_judge_mean,week8_judge_count,week9_judge_total,week9_judge_mean,week9_judge_count,week10_judge_total,week10_judge_mean,week10_judge_count,week11_judge_total,week11_judge_mean,week11_judge_count,avg_judge_total,max_judge_total,min_judge_total,std_judge_total,score_trend,partner_prev_seasons,partner_historical_avg_placement,is_us_contestant,age_group,industry_category
Randy Couture,Karina Smirnoff,Athlete,Washington,United States,51,19,Eliminated Week 3,11,8.0,7.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,3.0,31.0,7.75,4,28.0,7.0,4,26.0,6.5,4,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.333333333333332,31.0,26.0,2.5166114784235836,,15,5.933333333333334,1,46-55,Sports
Victor Espinoza,Karina Smirnoff,Athlete,Unknown,Mexico,43,21,Eliminated Week 2,12,5.0,5.0,5.0,,6.5,5.5,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,15.0,5.0,3,18.5,6.166666666666667,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,16.75,18.5,15.0,2.4748737341529163,,16,6.25,0,36-45,Sports
Doug Flutie,Karina Smirnoff,Athlete,Maryland,United States,53,22,Eliminated Week 6,9,5.0,5.0,5.0,,7.0,6.0,7.0,,7.0,6.0,7.0,,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,6.0,,6.0,15.0,5.0,3,20.0,6.666666666666667,3,20.0,6.666666666666667,3,24.0,6.0,4,28.0,7.0,4,21.0,7.0,3,,,0,,,0,,,0,,,0,,,0,21.333333333333332,28.0,15.0,4.366539438350084,6.0,17,6.588235294117647,1,46-55,Sports
Lolo Jones,Keo Motsepe,Athlete,Iowa,United States,32,19,Eliminated Week 1,13,6.0,6.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,22.0,5.5,4,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,22.0,22.0,22.0,,,0,6.814726840855107,1,26-35,Sports
Charlotte McKinney,Keo Motsepe,Model,Florida,United States,21,20,Eliminated Week 3,11,6.0,5.0,5.0,6.0,7.0,6.0,7.0,6.0,6.0,5.0,5.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,3.0,22.0,5.5,4,26.0,6.5,4,22.0,5.5,4,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,23.333333333333332,26.0,22.0,2.3094010767585034,,1,13.0,1,≤25,Model
Chaka Khan,Keo Motsepe,Singer/Rapper,Illinois,United States,62,21,Eliminated Week 2,13,5.0,4.0,4.0,,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,13.0,4.333333333333333,3,15.0,5.0,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,14.0,15.0,13.0,1.4142135623730951,,2,12.0,1,>55,Entertainment
Jodie Sweetin,Keo Motsepe,Actor/Actress,California,United States,34,22,Eliminated Week 8,6,7.0,6.0,7.0,,7.0,7.0,7.0,,8.0,7.0,8.0,,7.0,6.0,7.0,7.0,9.0,8.0,9.0,9.0,9.0,8.0,8.0,,8.0,8.5,9.0,,10.0,10.0,10.0,,,,,,,,,,,,,,8.0,,8.0,20.0,6.666666666666667,3,21.0,7.0,3,23.0,7.666666666666667,3,27.0,6.75,4,35.0,8.75,4,25.0,8.333333333333334,3,25.5,8.5,3,30.0,10.0,3,,,0,,,0,,,0,25.8125,35.0,20.0,4.91308384389508,5.5,3,12.333333333333334,1,26-35,Entertainment
Charo,Keo Motsepe,Actor/Actress,Unknown,Spain,66,24,Eliminated Week 3,11,6.0,5.0,5.0,5.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,3.0,21.0,5.25,4,25.0,6.25,4,24.0,6.0,4,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,23.333333333333332,25.0,21.0,2.081665999466133,,4,10.75,0,>55,Entertainment
Barbara Corcoran,Keo Motsepe,Entrepreneur,New Jersey,United States,68,25,Eliminated Week 2,13,5.0,4.0,5.0,,6.0,5.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,14.0,4.666666666666667,3,17.0,5.666666666666667,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,15.5,17.0,14.0,2.1213203435596424,,5,10.8,1,>55,Other
Jennie Finch Daigle,Keo Motsepe,Athlete,California,United States,37,26,Eliminated Week 3,6,7.0,7.0,7.0,,7.5,8.5,8.0,7.5,7.0,8.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,3.0,21.0,7.0,3,31.5,7.875,4,29.0,7.25,4,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.166666666666668,31.5,21.0,5.484827557301444,,6,11.166666666666666,1,36-45,Sports
Evanna Lynch,Keo Motsepe,Actor/Actress,Unknown,Ireland,27,27,3rd Place,3,7.0,5.0,6.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,10.0,9.0,10.0,,10.0,9.5,10.0,,10.0,9.5,9.5,,10.0,10.0,10.0,,,,,,,,,,,3.0,9.0,18.0,6.0,3,24.0,8.0,3,27.0,9.0,3,24.0,8.0,3,24.0,8.0,3,29.0,9.666666666666666,3,29.5,9.833333333333334,3,29.0,9.666666666666666,3,30.0,10.0,3,,,0,,,0,26.055555555555557,30.0,18.0,3.9246372797722056,6.5,7,10.428571428571429,0,26-35,Entertainment
Anne Heche,Keo Motsepe,Actor/Actress,Ohio,United States,51,29,Eliminated Week 4,13,6.0,6.0,6.0,,6.0,6.0,6.0,,5.0,5.0,5.0,,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,4.0,18.0,6.0,3,18.0,6.0,3,15.0,5.0,3,21.0,7.0,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,18.0,21.0,15.0,2.449489742783178,1.0,8,9.5,1,46-55,Entertainment
Vinny Guadagnino,Koko Iwasaki,TV Personality,New York,United States,34,31,Eliminated Week 8,7,4.0,4.0,5.0,4.0,7.0,6.0,7.0,7.0,6.0,5.0,6.0,6.0,8.0,7.0,7.0,7.0,7.75,7.75,7.75,7.75,7.0,7.0,7.0,7.0,7.5,8.0,8.0,8.0,8.0,7.0,7.0,7.0,,,,,,,,,,,,,8.0,,8.0,17.0,4.25,4,27.0,6.75,4,23.0,5.75,4,29.0,7.25,4,31.0,7.75,4,28.0,7.0,4,31.5,7.875,4,29.0,7.25,4,,,0,,,0,,,0,26.9375,31.5,17.0,4.799088455113116,7.166666666666668,0,6.814726840855107,1,26-35,Media
Matt Walsh,Koko Iwasaki,Comedian,Illinois,United States,58,32,Eliminated Week 1,14,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,12.0,4.0,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,12.0,12.0,12.0,,,1,7.0,1,>55,Entertainment
Mr. T,Kym Herjavec,Actor/Actress,Illinois,United States,64,24,Eliminated Week 4,10,5.0,5.0,5.0,5.0,6.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,4.0,20.0,5.0,4,22.0,5.5,4,24.0,6.0,4,28.0,7.0,4,,,0,,,0,,,0,,,0,,,0,,,0,,,0,23.5,28.0,20.0,3.415650255319866,2.666666666666668,0,6.814726840855107,1,>55,Entertainment
Jerry Springer,Kym Johnson,TV Personality,Unknown,England,62,3,Eliminated Week 7,5,5.0,5.0,6.0,,7.0,6.0,6.0,,7.0,7.0,7.0,,7.0,7.0,8.0,,8.0,8.0,8.0,,7.0,6.0,5.0,,7.5,8.0,7.5,,,,,,,,,,,,,,,,,,7.0,,7.0,16.0,5.333333333333333,3,19.0,6.333333333333333,3,21.0,7.0,3,22.0,7.333333333333333,3,24.0,8.0,3,18.0,6.0,3,23.0,7.666666666666667,3,,,0,,,0,,,0,,,0,20.428571428571427,24.0,16.0,2.8784916685156974,3.0,0,6.814726840855107,0,>55,Media
Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,30,4,2nd Place,2,8.0,8.0,8.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,10.0,9.0,9.0,,8.0,8.0,9.0,,9.0,9.0,9.0,,10.0,9.5,10.0,,9.5,9.0,9.0,,10.0,10.0,10.0,,9.6666,9.3333,9.6666,,,,,,,2.0,10.0,24.0,8.0,3,24.0,8.0,3,24.0,8.0,3,28.0,9.333333333333334,3,25.0,8.333333333333334,3,27.0,9.0,3,29.5,9.833333333333334,3,27.5,9.166666666666666,3,30.0,10.0,3,28.6665,9.5555,3,,,0,26.76665,30.0,24.0,2.350713840162884,4.722166666666666,1,5.0,1,26-35,Entertainment
Mark Cuban,Kym Johnson,TV Personality,Pennsylvania,United States,49,5,Eliminated Week 5,8,7.0,7.0,7.0,,6.0,6.0,6.0,,6.0,7.0,7.0,,7.0,8.0,7.0,,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,5.0,21.0,7.0,3,18.0,6.0,3,20.0,6.666666666666667,3,22.0,7.333333333333333,3,21.0,7.0,3,,,0,,,0,,,0,,,0,,,0,,,0,20.4,22.0,18.0,1.5165750888103102,1.3333333333333321,2,3.5,1,46-55,Media
Penn Jillette,Kym Johnson,Magician,Massachusetts,United States,53,6,Eliminated Week 2,12,5.0,6.0,5.0,,6.0,6.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,16.0,5.333333333333333,3,17.0,5.666666666666667,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,16.5,17.0,16.0,0.7071067811865476,,3,5.0,1,46-55,Entertainment
Warren Sapp,Kym Johnson,Athlete,Florida,United States,35,7,2nd Place,2,7.0,7.0,7.5,,8.0,8.0,8.0,,9.0,8.0,8.0,,8.0,7.0,7.0,,8.0,8.0,9.0,,8.0,9.0,8.0,,7.0,7.0,7.0,,9.5,8.5,9.0,,8.5,8.0,8.0,,9.0,9.5,9.0,,,,,,,2.0,10.0,21.5,7.166666666666667,3,24.0,8.0,3,25.0,8.333333333333334,3,22.0,7.333333333333333,3,25.0,8.333333333333334,3,25.0,8.333333333333334,3,21.0,7.0,3,27.0,9.0,3,24.5,8.166666666666666,3,27.5,9.166666666666666,3,,,0,24.25,27.5,21.0,2.188987589427283,2.833333333333332,4,6.75,1,26-35,Sports
David Alan Grier,Kym Johnson,Actor/Actress,Michigan,United States,52,8,Eliminated Week 5,9,6.0,7.0,6.0,,6.0,5.0,6.0,,8.0,8.0,8.0,,8.0,7.0,7.0,,7.0,8.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,5.0,19.0,6.333333333333333,3,17.0,5.666666666666667,3,24.0,8.0,3,22.0,7.333333333333333,3,22.0,7.333333333333333,3,,,0,,,0,,,0,,,0,,,0,,,0,20.8,24.0,17.0,2.7748873851023212,2.666666666666668,5,5.8,1,46-55,Entertainment
Donny Osmond,Kym Johnson,Singer/Rapper,Utah,United States,51,9,1st Place,1,10.3333,9.3333,10.3333,,8.0,9.0,8.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,10.0,9.0,10.0,,10.3333,10.3333,10.3333,,8.5,8.5,9.0,,8.5,8.0,8.5,,8.0,8.3333,8.3333,,9.6666,9.6666,9.6666,,,,,,,1.0,10.0,29.999899999999997,9.999966666666666,3,25.0,8.333333333333334,3,21.0,7.0,3,24.0,8.0,3,29.0,9.666666666666666,3,30.999899999999997,10.3333,3,26.0,8.666666666666666,3,25.0,8.333333333333334,3,24.666600000000003,8.2222,3,28.9998,9.6666,3,,,0,26.46662,30.999899999999997,21.0,3.1552005285102096,0.8888333333333378,6,6.333333333333333,1,46-55,Entertainment
David Hasselhoff,Kym Johnson,Actor/Actress,Maryland,United States,58,11,Eliminated Week 1,12,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,15.0,5.0,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,15.0,15.0,15.0,,,7,5.571428571428571,1,>55,Entertainment
Hines Ward,Kym Johnson,Athlete,Unknown,South Korea,35,12,1st Place,1,7.0,7.0,7.0,,8.0,7.0,8.0,,9.0,8.0,8.0,,9.0,8.0,8.0,,9.0,9.0,9.0,,9.0,9.0,9.0,,8.0,8.0,8.0,9.0,9.0,9.0,9.0,,10.0,10.0,10.0,,10.0,9.6666,10.0,,,,,,,1.0,10.0,21.0,7.0,3,23.0,7.666666666666667,3,25.0,8.333333333333334,3,25.0,8.333333333333334,3,27.0,9.0,3,27.0,9.0,3,33.0,8.25,4,27.0,9.0,3,30.0,10.0,3,29.666600000000003,9.888866666666667,3,,,0,26.76666,33.0,21.0,3.520831341285433,5.888866666666669,8,6.375,0,26-35,Sports
David Arquette,Kym Johnson,Actor/Actress,Virginia,United States,40,13,Eliminated Week 7,6,6.0,6.0,6.0,,6.0,6.0,6.0,,8.0,8.0,8.0,,8.0,7.0,8.0,,8.0,9.0,8.0,,8.0,7.0,8.0,,8.0,7.5,8.0,,,,,,,,,,,,,,,,,,7.0,,7.0,18.0,6.0,3,18.0,6.0,3,24.0,8.0,3,23.0,7.666666666666667,3,25.0,8.333333333333334,3,23.0,7.666666666666667,3,23.5,7.833333333333333,3,,,0,,,0,,,0,,,0,22.071428571428573,25.0,18.0,2.8639799148005474,3.833333333333332,9,5.777777777777778,1,36-45,Entertainment
Jaleel White,Kym Johnson,Actor/Actress,California,United States,35,14,Eliminated Week 7,7,9.0,8.0,9.0,,7.0,7.0,8.0,,9.0,8.0,8.0,,8.0,7.0,7.0,,8.0,8.0,8.0,,12.6666,11.6666,12.6666,,9.0,8.0,8.5,,,,,,,,,,,,,,,,,,7.0,,7.0,26.0,8.666666666666666,3,22.0,7.333333333333333,3,25.0,8.333333333333334,3,22.0,7.333333333333333,3,24.0,8.0,3,36.9998,12.333266666666667,3,25.5,8.5,3,,,0,,,0,,,0,,,0,25.928542857142855,36.9998,22.0,5.135008230716267,4.499933333333331,10,5.8,1,26-35,Entertainment
Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,35,15,Eliminated Week 2,12,6.5,7.0,7.0,,7.5,7.5,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,20.5,6.833333333333333,3,22.5,7.5,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,21.5,22.5,20.5,1.4142135623730951,,11,5.909090909090909,1,26-35,Entertainment
Ingo Rademacher,Kym Johnson,Actor/Actress,Unknown,Germany,41,16,Eliminated Week 9,5,7.0,6.0,7.0,,6.0,7.0,7.0,,7.0,7.0,7.0,,8.0,7.0,8.0,,7.0,7.0,7.0,,7.5,8.0,7.5,,8.0,9.0,8.0,,8.0,8.0,8.0,,8.5,8.5,8.5,,,,,,,,,,9.0,,9.0,20.0,6.666666666666667,3,20.0,6.666666666666667,3,21.0,7.0,3,23.0,7.666666666666667,3,21.0,7.0,3,23.0,7.666666666666667,3,25.0,8.333333333333334,3,24.0,8.0,3,25.5,8.5,3,,,0,,,0,22.5,25.5,20.0,2.091650066335189,4.5,12,6.416666666666667,0,36-45,Entertainment
Robert Herjavec,Kym Johnson,Entrepreneur,Unknown,Croatia,52,20,Eliminated Week 8,6,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,8.0,9.0,8.0,9.0,6.0,6.0,6.0,6.0,8.5,8.0,8.5,8.5,7.0,8.0,8.0,8.0,7.5,7.5,8.5,7.5,,,,,,,,,,,,,8.0,,8.0,28.0,7.0,4,28.0,7.0,4,29.0,7.25,4,34.0,8.5,4,24.0,6.0,4,33.5,8.375,4,31.0,7.75,4,31.0,7.75,4,,,0,,,0,,,0,29.8125,34.0,24.0,3.272586351583626,3.5,13,6.3076923076923075,0,46-55,Other
Lance Bass,Lacey Schwimmer,Singer/Rapper,Mississippi,United States,29,7,3rd Place,3,7.5,6.0,8.0,,7.0,6.0,7.0,,8.0,7.0,7.0,,9.0,8.0,9.0,,7.0,7.0,7.0,,9.0,9.0,9.0,,9.0,7.0,9.0,,8.5,7.5,9.0,,10.0,9.0,9.5,,9.0,9.0,9.5,,,,,,,3.0,10.0,21.5,7.166666666666667,3,20.0,6.666666666666667,3,22.0,7.333333333333333,3,26.0,8.666666666666666,3,21.0,7.0,3,27.0,9.0,3,25.0,8.333333333333334,3,25.0,8.333333333333334,3,28.5,9.5,3,27.5,9.166666666666666,3,,,0,24.35,28.5,20.0,3.009706519468856,5.833333333333332,0,6.814726840855107,1,26-35,Entertainment
Steve-O,Lacey Schwimmer,TV Personality,Unknown,England,34,8,Eliminated Week 6,8,6.0,5.0,6.0,,5.0,4.0,5.0,,5.0,5.0,5.0,,5.0,5.0,5.0,,6.0,6.0,6.0,,7.0,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,6.0,,6.0,17.0,5.666666666666667,3,14.0,4.666666666666667,3,15.0,5.0,3,15.0,5.0,3,18.0,6.0,3,16.0,5.333333333333333,3,,,0,,,0,,,0,,,0,,,0,15.833333333333334,18.0,14.0,1.4719601443879746,0.9999999999999982,1,3.0,0,26-35,Media
Mark Dacascos,Lacey Schwimmer,Actor/Actress,Hawaii,United States,45,9,Eliminated Week 7,6,9.6666,9.6666,9.6666,,7.0,7.0,7.0,,6.0,6.0,6.0,,8.0,7.0,7.0,,9.0,9.0,8.0,,11.0,11.0,10.0,,7.0,7.5,7.0,,,,,,,,,,,,,,,,,,7.0,,7.0,28.9998,9.6666,3,21.0,7.0,3,18.0,6.0,3,22.0,7.333333333333333,3,26.0,8.666666666666666,3,32.0,10.666666666666666,3,21.5,7.166666666666667,3,,,0,,,0,,,0,,,0,24.214257142857143,32.0,18.0,4.965324044093914,3.833400000000001,2,5.5,1,36-45,Entertainment
Kyle Massey,Lacey Schwimmer,Actor/Actress,Georgia,United States,19,11,2nd Place,2,8.0,7.0,8.0,,8.0,7.0,7.0,,8.0,7.0,8.0,,7.0,6.5,6.5,,8.0,5.0,7.0,,10.3333,9.3333,10.3333,,9.0,8.5,8.0,8.0,9.5,9.0,9.5,,10.0,9.0,10.0,,9.3333,8.6666,9.3333,,,,,,,2.0,10.0,23.0,7.666666666666667,3,22.0,7.333333333333333,3,23.0,7.666666666666667,3,20.0,6.666666666666667,3,20.0,6.666666666666667,3,29.999899999999997,9.999966666666666,3,33.5,8.375,4,28.0,9.333333333333334,3,29.0,9.666666666666666,3,27.333199999999998,9.111066666666666,3,,,0,25.58331,33.5,20.0,4.610258087364644,5.444400000000002,3,5.666666666666667,1,≤25,Entertainment
Mike Catherwood,Lacey Schwimmer,Radio Personality,California,United States,32,12,Eliminated Week 2,11,5.0,4.0,4.0,,6.0,5.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,13.0,4.333333333333333,3,17.0,5.666666666666667,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,15.0,17.0,13.0,2.8284271247461903,,4,4.75,1,26-35,Media
Chaz Bono,Lacey Schwimmer,TV Personality,California,United States,42,13,Eliminated Week 6,7,6.0,5.0,6.0,,6.0,5.0,6.0,,6.0,6.0,6.0,,7.0,7.0,7.0,,7.0,7.0,7.0,,7.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,6.0,,6.0,17.0,5.666666666666667,3,17.0,5.666666666666667,3,18.0,6.0,3,21.0,7.0,3,21.0,7.0,3,19.0,6.333333333333333,3,,,0,,,0,,,0,,,0,,,0,18.833333333333332,21.0,17.0,1.8348478592697182,3.0,5,6.0,1,36-45,Media
Victor Ortiz,Lindsay Arnold,Athlete,Kansas,United States,26,16,Eliminated Week 6,8,6.0,6.0,6.0,,6.0,6.0,6.0,,8.0,7.0,8.0,,6.0,6.0,6.0,,7.0,7.0,7.0,,6.5,7.0,6.5,,,,,,,,,,,,,,,,,,,,,,6.0,,6.0,18.0,6.0,3,18.0,6.0,3,23.0,7.666666666666667,3,18.0,6.0,3,21.0,7.0,3,20.0,6.666666666666667,3,,,0,,,0,,,0,,,0,,,0,19.666666666666668,23.0,18.0,2.0655911179772892,0.0,0,6.814726840855107,1,26-35,Sports
Alek Skarlatos,Lindsay Arnold,Military,California,United States,22,21,3rd Place,3,8.0,7.0,7.0,,7.5,7.0,8.0,,8.0,8.0,9.0,8.0,8.0,8.0,8.0,,8.0,7.0,7.0,7.0,8.0,8.0,7.0,7.0,9.0,9.0,8.5,,9.0,8.0,8.0,,8.5,8.5,8.5,,9.5,9.5,9.5,,9.3333,9.3333,9.3333,,,3.0,11.0,22.0,7.333333333333333,3,22.5,7.5,3,33.0,8.25,4,24.0,8.0,3,29.0,7.25,4,30.0,7.5,4,26.5,8.833333333333334,3,25.0,8.333333333333334,3,25.5,8.5,3,28.5,9.5,3,27.999899999999997,9.3333,3,26.727263636363638,33.0,22.0,3.349351633457654,1.4999666666666656,1,8.0,1,≤25,Other
Wanya Morris,Lindsay Arnold,Singer/Rapper,Pennsylvania,United States,42,22,Eliminated Week 9,4,8.0,7.0,8.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,8.0,9.0,9.0,9.0,8.0,7.0,7.0,8.0,10.0,9.0,10.0,,9.0,9.0,9.5,,8.0,8.0,9.0,,10.0,10.0,10.0,,,,,,,,,,9.0,,9.0,23.0,7.666666666666667,3,24.0,8.0,3,24.0,8.0,3,35.0,8.75,4,30.0,7.5,4,29.0,9.666666666666666,3,27.5,9.166666666666666,3,25.0,8.333333333333334,3,30.0,10.0,3,,,0,,,0,27.5,35.0,23.0,3.905124837953327,3.833333333333332,2,5.5,1,36-45,Entertainment
Calvin Johnson Jr.,Lindsay Arnold,Athlete,Georgia,United States,30,23,3rd Place,3,7.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,,8.0,8.0,8.0,,9.0,10.0,9.0,9.0,9.5,9.0,9.0,9.5,10.0,10.0,10.0,,9.0,9.0,10.0,9.0,9.0,9.5,9.5,,9.3333,9.6666,9.6666,9.6666,,3.0,11.0,26.0,6.5,4,28.0,7.0,4,32.0,8.0,4,23.0,7.666666666666667,3,24.0,8.0,3,37.0,9.25,4,37.0,9.25,4,30.0,10.0,3,37.0,9.25,4,28.0,9.333333333333334,3,38.3331,9.583275,4,30.939372727272726,38.3331,23.0,5.654501952266161,5.777699999999999,3,5.0,1,26-35,Sports
David Ross,Lindsay Arnold,Athlete,Georgia,United States,40,24,2nd Place,2,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,8.0,7.0,8.0,8.0,7.0,8.0,8.0,8.0,7.0,7.0,8.0,7.0,7.5,8.5,7.5,7.5,8.0,8.0,8.0,8.0,8.0,8.0,8.5,8.0,9.0,8.5,9.0,8.5,9.0,9.0,9.3333,9.0,,,,,,2.0,10.0,28.0,7.0,4,27.0,6.75,4,31.0,7.75,4,31.0,7.75,4,29.0,7.25,4,31.0,7.75,4,32.0,8.0,4,32.5,8.125,4,35.0,8.75,4,36.3333,9.083325,4,,,0,31.28333,36.3333,27.0,2.9038543352088295,5.944433333333333,4,4.5,1,36-45,Sports
Jordan Fisher,Lindsay Arnold,Actor/Actress,Alabama,United States,23,25,1st Place,1,8.0,7.0,7.0,,8.0,8.0,8.0,,9.0,7.0,9.0,,10.0,9.0,10.0,,10.0,10.0,10.0,,10.0,9.0,10.0,10.0,9.0,9.0,9.0,,10.0,10.0,10.0,,9.5,9.5,10.0,,10.0,10.0,10.0,10.0,,,,,,1.0,10.0,22.0,7.333333333333333,3,24.0,8.0,3,25.0,8.333333333333334,3,29.0,9.666666666666666,3,30.0,10.0,3,39.0,9.75,4,27.0,9.0,3,30.0,10.0,3,29.0,9.666666666666666,3,40.0,10.0,4,,,0,29.5,40.0,22.0,5.9113826169894,9.333333333333332,5,4.0,1,≤25,Entertainment
Kareem Abdul-Jabbar,Lindsay Arnold,Athlete,New York,United States,71,26,Eliminated Week 2,8,6.0,5.0,6.0,,7.5,8.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,17.0,5.666666666666667,3,29.5,7.375,4,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,23.25,29.5,17.0,8.838834764831844,,6,3.5,1,>55,Sports
DeMarcus Ware,Lindsay Arnold,Athlete,Alabama,United States,36,27,Eliminated Week 7,7,8.0,7.0,8.0,,8.0,7.5,8.0,,9.0,8.0,9.0,,7.0,7.0,8.0,,9.0,8.0,9.0,,8.0,9.0,9.0,,9.0,8.5,9.0,,,,,,,,,,,,,,,,,,7.0,,7.0,23.0,7.666666666666667,3,23.5,7.833333333333333,3,26.0,8.666666666666666,3,22.0,7.333333333333333,3,26.0,8.666666666666666,3,26.0,8.666666666666666,3,26.5,8.833333333333334,3,,,0,,,0,,,0,,,0,24.714285714285715,26.5,22.0,1.8224786888818676,2.0,7,4.142857142857143,1,36-45,Sports
Sean Spicer,Lindsay Arnold,Politician,New York,United States,48,28,Eliminated Week 9,6,4.0,4.0,4.0,,6.0,5.0,5.0,,5.0,5.0,5.0,,5.0,6.0,5.0,5.0,7.0,6.0,6.0,,7.0,7.0,7.0,,7.0,7.0,7.0,,7.0,7.0,6.0,,6.5,6.0,6.5,6.0,,,,,,,,,9.0,,9.0,12.0,4.0,3,16.0,5.333333333333333,3,15.0,5.0,3,21.0,5.25,4,19.0,6.333333333333333,3,21.0,7.0,3,21.0,7.0,3,20.0,6.666666666666667,3,25.0,6.25,4,,,0,,,0,18.88888888888889,25.0,12.0,3.919325338768283,7.666666666666666,8,4.5,1,46-55,Other
