celebrity_name,season,week,judge_total,judge_mean,judge_count,judge1_score,judge2_score,judge3_score,judge4_score,placement,elimination_week,is_elimination_week,celebrity_industry,industry_category,age,age_group,partner,partner_experience,home_country,home_state,is_us,weekly_rank,weekly_rank_pct,season_weeks,vote_share_hat,total_votes_hat,votes_hat
Chuck Wicks,8,8,25.5,8.5,3,8.5,8.5,8.5,,6,8.0,True,Singer/Rapper,Entertainment,29,26-35,Julianne Hough,4,United States,Delaware,1,5.0,0.8333333333333334,11.0,1.0000000050247593e-08,1067287.3092818279,0.010672873146446897
Ty Murray,8,8,26.0,8.666666666666666,3,9.0,8.0,9.0,,4,10.0,False,Athlete,Sports,39,36-45,Chelsie Hightower,0,United States,Arizona,1,3.0,0.5833333333333334,11.0,1e-08,1067287.3092818279,0.010672873092818278
Shawn Johnson,8,8,26.0,8.666666666666666,3,9.0,8.0,9.0,,1,,False,Athlete,Sports,17,≤25,Mark Ballas,3,United States,Iowa,1,3.0,0.5833333333333334,11.0,1e-08,1067287.3092818279,0.010672873092818278
Ty Murray,8,9,23.0,7.666666666666667,3,7.5,8.0,7.5,,4,10.0,False,Athlete,Sports,39,36-45,Chelsie Hightower,0,United States,Arizona,1,5.0,1.0,11.0,0.5456545554545454,1119776.8490825733,611011.3387944432
Melissa Rycroft,8,9,28.5,9.5,3,9.5,9.5,9.5,,3,,False,TV Personality,Media,26,26-35,Tony Dovolani,6,United States,Texas,1,1.0,0.2,11.0,0.26553560346034566,1119776.8490825733,297340.6213620655
Shawn Johnson,8,9,28.0,9.333333333333334,3,9.5,9.0,9.5,,1,,False,Athlete,Sports,17,≤25,Mark Ballas,3,United States,Iowa,1,2.0,0.5,11.0,0.09440491554255451,1119776.8490825733,105712.43886414813
Gilles Marini,8,9,28.0,9.333333333333334,3,9.5,9.0,9.5,,2,,False,Actor/Actress,Entertainment,33,26-35,Cheryl Burke,6,France,Unknown,0,2.0,0.5,11.0,0.0944049155425544,1119776.8490825733,105712.43886414802
Lil' Kim,8,9,26.0,8.666666666666666,3,8.5,9.0,8.5,,5,9.0,True,Singer/Rapper,Entertainment,34,26-35,Derek Hough,3,United States,New York,1,4.0,0.8,11.0,1.0000000001675335e-08,1119776.8490825733,0.011197768492701736
Gilles Marini,8,10,30.0,10.0,3,10.0,10.0,10.0,,2,,False,Actor/Actress,Entertainment,33,26-35,Cheryl Burke,6,France,Unknown,0,1.0,0.25,11.0,0.8197399719963413,1172266.3888833188,960953.6167954638
Shawn Johnson,8,10,28.0,9.333333333333334,3,9.5,9.0,9.5,,1,,False,Athlete,Sports,17,≤25,Mark Ballas,3,United States,Iowa,1,2.0,0.5,11.0,0.11093974129049781,1172266.3888833188,130050.92990626149
Melissa Rycroft,8,10,27.5,9.166666666666666,3,9.0,9.5,9.0,,3,,False,TV Personality,Media,26,26-35,Tony Dovolani,6,United States,Texas,1,3.0,0.75,11.0,0.06728835447327453,1172266.3888833188,78879.87631228623
Ty Murray,8,10,24.0,8.0,3,8.0,8.0,8.0,,4,10.0,True,Athlete,Sports,39,36-45,Chelsie Hightower,0,United States,Arizona,1,4.0,1.0,11.0,0.002031932239886351,1172266.3888833188,2381.965869307166
Shawn Johnson,8,11,30.0,10.0,3,10.0,10.0,10.0,,1,,False,Athlete,Sports,17,≤25,Mark Ballas,3,United States,Iowa,1,1.0,0.3333333333333333,11.0,0.6285317192117624,1224755.9286840647,769797.9494705938
Gilles Marini,8,11,29.0,9.666666666666666,3,9.5,10.0,9.5,,2,,False,Actor/Actress,Entertainment,33,26-35,Cheryl Burke,6,France,Unknown,0,2.0,0.6666666666666666,11.0,0.23122389762214907,1224755.9286840647,283192.8394661643
Melissa Rycroft,8,11,28.5,9.5,3,9.5,9.5,9.5,,3,,False,TV Personality,Media,26,26-35,Tony Dovolani,6,United States,Texas,1,3.0,1.0,11.0,0.14024438316608848,1224755.9286840647,171765.1397473065
Joanna Krupa,9,1,33.9999,11.3333,3,11.3333,11.3333,11.3333,,4,9.0,False,Model,Model,30,26-35,Derek Hough,4,Poland,Unknown,0,1.0,0.0625,10.0,0.7924725616951138,735498.352572458,582862.2635856317
Aaron Carter,9,1,31.9999,10.666633333333332,3,10.3333,11.3333,10.3333,,5,8.0,False,Singer/Rapper,Entertainment,21,≤25,Karina Smirnoff,6,United States,Florida,1,2.0,0.125,10.0,0.1072320497937387,735498.352572458,78868.99596626259
Mya,9,1,30.9999,10.3333,3,11.3333,8.3333,11.3333,,2,,False,Singer/Rapper,Entertainment,29,26-35,Dmitry Chaplin,1,United States,Washington D.C.,1,3.0,0.1875,10.0,0.03943571045848634,735498.352572458,29004.900074741152
Kelly Osbourne,9,1,30.9998,10.333266666666669,3,9.6666,10.6666,10.6666,,3,,False,TV Personality,Media,24,≤25,Louis van Amstel,4,England,Unknown,0,4.0,0.25,10.0,0.03943176506672881,735498.352572458,29001.998245603238
Donny Osmond,9,1,29.9999,9.999966666666666,3,10.3333,9.3333,10.3333,,1,,False,Singer/Rapper,Entertainment,51,46-55,Kym Johnson,6,United States,Utah,1,5.0,0.3125,10.0,0.014494831030364237,735498.352572458,10660.92434364904
Mark Dacascos,9,1,28.9998,9.6666,3,9.6666,9.6666,9.6666,,6,7.0,False,Actor/Actress,Entertainment,45,36-45,Lacey Schwimmer,2,United States,Hawaii,1,6.0,0.375,10.0,0.005319060293311369,735498.352572458,3912.160082964087
Natalie Coughlin,9,1,26.9998,8.999933333333333,3,9.6666,8.6666,8.6666,,10,5.0,False,Athlete,Sports,27,26-35,Alec Mazo,4,United States,California,1,7.0,0.46875,10.0,0.0007024077308339691,735498.352572458,516.6197288625428
Louie Vito,9,1,26.9998,8.999933333333333,3,8.6666,9.6666,8.6666,,8,6.0,False,Athlete,Sports,21,≤25,Chelsie Hightower,1,United States,Ohio,1,7.0,0.46875,10.0,0.0007024077308339691,735498.352572458,516.6197288625428
Michael Irvin,9,1,19.0,6.333333333333333,3,7.0,6.0,6.0,,7,7.0,False,Athlete,Sports,43,36-45,Anna Demidova,0,United States,Florida,1,14.0,0.875,10.0,0.00019334333333334883,735498.352572458,142.20370314754567
Melissa Joan Hart,9,1,24.0,8.0,3,8.0,8.0,8.0,,9,6.0,False,Actor/Actress,Entertainment,33,26-35,Mark Ballas,4,United States,New York,1,9.0,0.5625,10.0,1.5802867255414265e-05,735498.352572458,11.622982832278431
Tom DeLay,9,1,19.9999,6.666633333333333,3,7.3333,6.3333,6.3333,,13,-1.0,False,Politician,Other,62,>55,Cheryl Burke,7,United States,Texas,1,12.0,0.78125,10.0,1.0000000000020868e-08,735498.352572458,0.007354983525739929
Kathy Ireland,9,1,19.9999,6.666633333333333,3,7.3333,6.3333,6.3333,,14,2.0,False,Model,Model,46,46-55,Tony Dovolani,7,United States,California,1,12.0,0.78125,10.0,1.000000000001875e-08,735498.352572458,0.007354983525738371
Chuck Liddell,9,1,22.0,7.333333333333333,3,8.0,7.0,7.0,,11,4.0,False,Athlete,Sports,39,36-45,Anna Trebunskaya,3,United States,California,1,10.0,0.65625,10.0,1.0000000000015998e-08,735498.352572458,0.007354983525736347
Macy Gray,9,1,18.9999,6.3333,3,7.3333,5.3333,6.3333,,15,1.0,True,Singer/Rapper,Entertainment,42,36-45,Jonathan Roberts,6,United States,Ohio,1,15.0,0.96875,10.0,1.000000000000774e-08,735498.352572458,0.007354983525730272
Ashley Hamiliton,9,1,18.9999,6.3333,3,6.3333,7.3333,5.3333,,16,1.0,True,Actor/Actress,Entertainment,34,26-35,Edyta Sliwinska,8,United States,California,1,15.0,0.96875,10.0,1.000000000000001e-08,735498.352572458,0.007354983525724587
Debi Mazar,9,1,22.0,7.333333333333333,3,8.0,7.0,7.0,,12,3.0,False,Actor/Actress,Entertainment,45,36-45,Maksim Chmerkoskiy,6,United States,New York,1,10.0,0.65625,10.0,1e-08,735498.352572458,0.00735498352572458
Mya,9,2,27.0,9.0,3,9.0,9.0,9.0,,2,,False,Singer/Rapper,Entertainment,29,26-35,Dmitry Chaplin,1,United States,Washington D.C.,1,1.0,0.1071428571428571,10.0,0.46593619521447527,796789.8819534961,371253.2459828029
Aaron Carter,9,2,27.0,9.0,3,9.0,9.0,9.0,,5,8.0,False,Singer/Rapper,Entertainment,21,≤25,Karina Smirnoff,6,United States,Florida,1,1.0,0.1071428571428571,10.0,0.46593619521447527,796789.8819534961,371253.2459828029
Donny Osmond,9,2,25.0,8.333333333333334,3,8.0,9.0,8.0,,1,,False,Singer/Rapper,Entertainment,51,46-55,Kym Johnson,6,United States,Utah,1,3.0,0.2142857142857142,10.0,0.06305148108376016,796789.8819534961,50238.78216972235
Natalie Coughlin,9,2,21.0,7.0,3,7.0,7.0,7.0,,10,5.0,False,Athlete,Sports,27,26-35,Alec Mazo,4,United States,California,1,4.0,0.3571428571428571,10.0,0.0011478732473690096,796789.8819534961,914.6137892687294
Mark Dacascos,9,2,21.0,7.0,3,7.0,7.0,7.0,,6,7.0,False,Actor/Actress,Entertainment,45,36-45,Lacey Schwimmer,2,United States,Hawaii,1,4.0,0.3571428571428571,10.0,0.0011478732473690096,796789.8819534961,914.6137892687294
Debi Mazar,9,2,21.0,7.0,3,7.0,7.0,7.0,,12,3.0,False,Actor/Actress,Entertainment,45,36-45,Maksim Chmerkoskiy,6,United States,New York,1,4.0,0.3571428571428571,10.0,0.0011478732473690096,796789.8819534961,914.6137892687294
Michael Irvin,9,2,20.0,6.666666666666667,3,7.0,7.0,6.0,,7,7.0,False,Athlete,Sports,43,36-45,Anna Demidova,0,United States,Florida,1,7.0,0.5357142857142857,10.0,0.0004178006020473752,796789.8819534961,332.8992923854277
Joanna Krupa,9,2,20.0,6.666666666666667,3,6.0,7.0,7.0,,4,9.0,False,Model,Model,30,26-35,Derek Hough,4,Poland,Unknown,0,7.0,0.5357142857142857,10.0,0.0004178006020473752,796789.8819534961,332.8992923854277
Tom DeLay,9,2,18.0,6.0,3,6.0,6.0,6.0,,13,-1.0,False,Politician,Other,62,>55,Cheryl Burke,7,United States,Texas,1,13.0,0.9642857142857144,10.0,0.00020000999999999995,796789.8819534961,159.36594428951872
Chuck Liddell,9,2,19.0,6.333333333333333,3,6.0,7.0,6.0,,11,4.0,False,Athlete,Sports,39,36-45,Anna Trebunskaya,3,United States,California,1,9.0,0.75,10.0,0.0001492218852718958,796789.8819534961,118.898488350672
Louie Vito,9,2,19.0,6.333333333333333,3,6.0,7.0,6.0,,8,6.0,False,Athlete,Sports,21,≤25,Chelsie Hightower,1,United States,Ohio,1,9.0,0.75,10.0,0.0001492218852718958,796789.8819534961,118.898488350672
Kelly Osbourne,9,2,19.0,6.333333333333333,3,6.0,7.0,6.0,,3,,False,TV Personality,Media,24,≤25,Louis van Amstel,4,England,Unknown,0,9.0,0.75,10.0,0.0001492218852718958,796789.8819534961,118.898488350672
Melissa Joan Hart,9,2,19.0,6.333333333333333,3,7.0,6.0,6.0,,9,6.0,False,Actor/Actress,Entertainment,33,26-35,Mark Ballas,4,United States,New York,1,9.0,0.75,10.0,0.0001492218852718958,796789.8819534961,118.898488350672
Kathy Ireland,9,2,18.0,6.0,3,6.0,6.0,6.0,,14,2.0,True,Model,Model,46,46-55,Tony Dovolani,7,United States,California,1,13.0,0.9642857142857144,10.0,1.0000000000062585e-08,796789.8819534961,0.007967898819584828
Mya,9,3,27.0,9.0,3,10.0,7.0,10.0,,2,,False,Singer/Rapper,Entertainment,29,26-35,Dmitry Chaplin,1,United States,Washington D.C.,1,1.0,0.0769230769230769,10.0,0.5341970403630049,858081.4113345343,458384.5503254184
Michael Irvin,9,3,14.0,4.666666666666667,3,5.0,4.0,5.0,,7,7.0,False,Athlete,Sports,43,36-45,Anna Demidova,0,United States,Florida,1,13.0,1.0,10.0,0.23096924076923106,858081.4113345343,198190.41209412765
Tom DeLay,9,3,15.0,5.0,3,6.0,4.0,5.0,,13,-1.0,False,Politician,Other,62,>55,Cheryl Burke,7,United States,Texas,1,12.0,0.9230769230769232,10.0,0.15404616384615374,858081.4113345343,132184.14968377852
Natalie Coughlin,9,3,26.0,8.666666666666666,3,9.0,8.0,9.0,,10,5.0,False,Athlete,Sports,27,26-35,Alec Mazo,4,United States,California,1,2.0,0.1538461538461538,10.0,0.08058746502161049,858081.4113345343,69150.60572161594
Chuck Liddell,9,3,17.0,5.666666666666667,3,6.0,5.0,6.0,,11,4.0,False,Athlete,Sports,39,36-45,Anna Trebunskaya,3,United States,California,1,10.0,0.8076923076923077,10.0,0.00020000999999966715,858081.4113345343,171.6248630807346
Mark Dacascos,9,3,18.0,6.0,3,6.0,6.0,6.0,,6,7.0,False,Actor/Actress,Entertainment,45,36-45,Lacey Schwimmer,2,United States,Hawaii,1,9.0,0.6923076923076923,10.0,1.000000008294984e-08,858081.4113345343,0.00858081418452306
Donny Osmond,9,3,21.0,7.0,3,7.0,7.0,7.0,,1,,False,Singer/Rapper,Entertainment,51,46-55,Kym Johnson,6,United States,Utah,1,4.0,0.3461538461538461,10.0,1.0000000032900358e-08,858081.4113345343,0.008580814141576529
Louie Vito,9,3,20.0,6.666666666666667,3,8.0,5.0,7.0,,8,6.0,False,Athlete,Sports,21,≤25,Chelsie Hightower,1,United States,Ohio,1,6.0,0.5,10.0,1.000000002357622e-08,858081.4113345343,0.008580814133575658
Debi Mazar,9,3,17.0,5.666666666666667,3,6.0,5.0,6.0,,12,3.0,True,Actor/Actress,Entertainment,45,36-45,Maksim Chmerkoskiy,6,United States,New York,1,10.0,0.8076923076923077,10.0,1.0000000008363508e-08,858081.4113345343,0.008580814120521913
Kelly Osbourne,9,3,20.0,6.666666666666667,3,7.0,6.0,7.0,,3,,False,TV Personality,Media,24,≤25,Louis van Amstel,4,England,Unknown,0,6.0,0.5,10.0,1.0000000000049032e-08,858081.4113345343,0.008580814113387417
Joanna Krupa,9,3,23.0,7.666666666666667,3,7.0,8.0,8.0,,4,9.0,False,Model,Model,30,26-35,Derek Hough,4,Poland,Unknown,0,3.0,0.2307692307692307,10.0,1e-08,858081.4113345343,0.008580814113345343
Aaron Carter,9,3,21.0,7.0,3,8.0,6.0,7.0,,5,8.0,False,Singer/Rapper,Entertainment,21,≤25,Karina Smirnoff,6,United States,Florida,1,4.0,0.3461538461538461,10.0,1e-08,858081.4113345343,0.008580814113345343
Melissa Joan Hart,9,3,19.0,6.333333333333333,3,6.0,6.0,7.0,,9,6.0,False,Actor/Actress,Entertainment,33,26-35,Mark Ballas,4,United States,New York,1,8.0,0.6153846153846154,10.0,1e-08,858081.4113345343,0.008580814113345343
Mya,9,4,28.0,9.333333333333334,3,10.0,8.0,10.0,,2,,False,Singer/Rapper,Entertainment,29,26-35,Dmitry Chaplin,1,United States,Washington D.C.,1,1.0,0.1363636363636363,10.0,0.40977991869949454,919372.9407155724,376740.5689009425
Melissa Joan Hart,9,4,28.0,9.333333333333334,3,9.0,9.0,10.0,,9,6.0,False,Actor/Actress,Entertainment,33,26-35,Mark Ballas,4,United States,New York,1,1.0,0.1363636363636363,10.0,0.40977991869949454,919372.9407155724,376740.5689009425
Michael Irvin,9,4,16.0,5.333333333333333,3,5.0,6.0,5.0,,7,7.0,False,Athlete,Sports,43,36-45,Anna Demidova,0,United States,Florida,1,10.0,0.9545454545454546,10.0,0.08353334333333336,919372.9407155724,76798.29550817025
Louie Vito,9,4,16.0,5.333333333333333,3,5.0,5.0,6.0,,8,6.0,False,Athlete,Sports,21,≤25,Chelsie Hightower,1,United States,Ohio,1,10.0,0.9545454545454546,10.0,0.08353334333333333,919372.9407155724,76798.29550817022
Joanna Krupa,9,4,26.0,8.666666666666666,3,9.0,8.0,9.0,,4,9.0,False,Model,Model,30,26-35,Derek Hough,4,Poland,Unknown,0,3.0,0.2727272727272727,10.0,0.013373415934343965,919372.9407155724,12295.156734970305
Chuck Liddell,9,4,17.0,5.666666666666667,3,6.0,5.0,6.0,,11,4.0,True,Athlete,Sports,39,36-45,Anna Trebunskaya,3,United States,California,1,9.0,0.8181818181818182,10.0,1.0000000068889089e-08,919372.9407155724,0.009193729470490488
Aaron Carter,9,4,18.0,6.0,3,6.0,6.0,6.0,,5,8.0,False,Singer/Rapper,Entertainment,21,≤25,Karina Smirnoff,6,United States,Florida,1,8.0,0.7272727272727273,10.0,1.0000000000001593e-08,919372.9407155724,0.00919372940715719
Natalie Coughlin,9,4,24.0,8.0,3,8.0,8.0,8.0,,10,5.0,False,Athlete,Sports,27,26-35,Alec Mazo,4,United States,California,1,4.0,0.4090909090909091,10.0,9.999999999999995e-09,919372.9407155724,0.00919372940715572
Donny Osmond,9,4,24.0,8.0,3,8.0,8.0,8.0,,1,,False,Singer/Rapper,Entertainment,51,46-55,Kym Johnson,6,United States,Utah,1,4.0,0.4090909090909091,10.0,9.999999999999995e-09,919372.9407155724,0.00919372940715572
Mark Dacascos,9,4,22.0,7.333333333333333,3,8.0,7.0,7.0,,6,7.0,False,Actor/Actress,Entertainment,45,36-45,Lacey Schwimmer,2,United States,Hawaii,1,7.0,0.6363636363636364,10.0,9.999999999999995e-09,919372.9407155724,0.00919372940715572
Kelly Osbourne,9,4,23.0,7.666666666666667,3,8.0,7.0,8.0,,3,,False,TV Personality,Media,24,≤25,Louis van Amstel,4,England,Unknown,0,6.0,0.5454545454545454,10.0,9.999999999999995e-09,919372.9407155724,0.00919372940715572
Donny Osmond,9,5,29.0,9.666666666666666,3,10.0,9.0,10.0,,1,,False,Singer/Rapper,Entertainment,51,46-55,Kym Johnson,6,United States,Utah,1,1.0,0.1,10.0,0.7915102768332394,980664.4700966106,776206.0062066902
Michael Irvin,9,5,21.0,7.0,3,7.0,7.0,7.0,,7,7.0,False,Athlete,Sports,43,36-45,Anna Demidova,0,United States,Florida,1,10.0,1.0,10.0,0.12520000999999986,980664.4700966106,122779.20146274021
Mya,9,5,27.0,9.0,3,9.0,9.0,9.0,,2,,False,Singer/Rapper,Entertainment,29,26-35,Dmitry Chaplin,1,United States,Washington D.C.,1,2.0,0.2,10.0,0.07689608320325943,980664.4700966106,75409.25668702928
Mark Dacascos,9,5,26.0,8.666666666666666,3,9.0,9.0,8.0,,6,7.0,False,Actor/Actress,Entertainment,45,36-45,Lacey Schwimmer,2,United States,Hawaii,1,3.0,0.3,10.0,0.006193569963501204,980664.4700966106,6073.814006263192
Louie Vito,9,5,22.0,7.333333333333333,3,7.0,8.0,7.0,,8,6.0,False,Athlete,Sports,21,≤25,Chelsie Hightower,1,United States,Ohio,1,8.0,0.85,10.0,0.0002000099999999604,980664.4700966106,196.14270066398424
Natalie Coughlin,9,5,22.0,7.333333333333333,3,7.0,8.0,7.0,,10,5.0,True,Athlete,Sports,27,26-35,Alec Mazo,4,United States,California,1,8.0,0.85,10.0,1.0000000010565792e-08,980664.4700966106,0.009806644711327603
Joanna Krupa,9,5,24.0,8.0,3,8.0,8.0,8.0,,4,9.0,False,Model,Model,30,26-35,Derek Hough,4,Poland,Unknown,0,4.0,0.5,10.0,1.0000000006879504e-08,980664.4700966106,0.009806644707712591
Aaron Carter,9,5,24.0,8.0,3,8.0,8.0,8.0,,5,8.0,False,Singer/Rapper,Entertainment,21,≤25,Karina Smirnoff,6,United States,Florida,1,4.0,0.5,10.0,1.0000000001675334e-08,980664.4700966106,0.009806644702609047
Kelly Osbourne,9,5,24.0,8.0,3,8.0,8.0,8.0,,3,,False,TV Personality,Media,24,≤25,Louis van Amstel,4,England,Unknown,0,4.0,0.5,10.0,1.0000000000807972e-08,980664.4700966106,0.009806644701758455
Melissa Joan Hart,9,5,23.0,7.666666666666667,3,8.0,8.0,7.0,,9,6.0,False,Actor/Actress,Entertainment,33,26-35,Mark Ballas,4,United States,New York,1,7.0,0.7,10.0,9.999999999999999e-09,980664.4700966106,0.009806644700966104
Joanna Krupa,9,6,35.9999,11.999966666666666,3,11.3333,12.3333,12.3333,,4,9.0,False,Model,Model,30,26-35,Derek Hough,4,Poland,Unknown,0,1.0,0.1111111111111111,10.0,0.8489028642038248,1041955.9994776486,884519.4323309349
Michael Irvin,9,6,21.9998,7.333266666666667,3,6.6666,8.6666,6.6666,,7,7.0,False,Athlete,Sports,43,36-45,Anna Demidova,0,United States,Florida,1,9.0,1.0,10.0,0.14307041806851375,1041955.9994776486,149073.08045426328
Mya,9,6,33.0,11.0,3,11.0,10.0,12.0,,2,,False,Singer/Rapper,Entertainment,29,26-35,Dmitry Chaplin,1,United States,Washington D.C.,1,2.0,0.2222222222222222,10.0,0.004017760721379222,1041955.9994776486,4186.329888106727
Aaron Carter,9,6,32.9998,10.999933333333331,3,10.6666,11.6666,10.6666,,5,8.0,False,Singer/Rapper,Entertainment,21,≤25,Karina Smirnoff,6,United States,Florida,1,3.0,0.3333333333333333,10.0,0.0040089070062821475,1041955.9994776486,4177.104706543663
Louie Vito,9,6,24.0,8.0,3,8.0,8.0,8.0,,8,6.0,True,Athlete,Sports,21,≤25,Chelsie Hightower,1,United States,Ohio,1,7.0,0.7777777777777778,10.0,1.0000000050454269e-08,1041955.9994776486,0.010419560047347615
Mark Dacascos,9,6,32.0,10.666666666666666,3,11.0,11.0,10.0,,6,7.0,False,Actor/Actress,Entertainment,45,36-45,Lacey Schwimmer,2,United States,Hawaii,1,4.0,0.4444444444444444,10.0,1.0000000015553123e-08,1041955.9994776486,0.010419560010982156
Kelly Osbourne,9,6,24.9998,8.333266666666667,3,8.6666,7.6666,8.6666,,3,,False,TV Personality,Media,24,≤25,Louis van Amstel,4,England,Unknown,0,6.0,0.6666666666666666,10.0,1.0000000010392999e-08,1041955.9994776486,0.010419560005605533
Donny Osmond,9,6,30.9999,10.3333,3,10.3333,10.3333,10.3333,,1,,False,Singer/Rapper,Entertainment,51,46-55,Kym Johnson,6,United States,Utah,1,5.0,0.5555555555555556,10.0,1e-08,1041955.9994776486,0.010419559994776487
Melissa Joan Hart,9,6,23.9999,7.999966666666666,3,8.3333,8.3333,7.3333,,9,6.0,True,Actor/Actress,Entertainment,33,26-35,Mark Ballas,4,United States,New York,1,8.0,0.8888888888888888,10.0,1e-08,1041955.9994776486,0.010419559994776487
Joanna Krupa,9,7,27.5,9.166666666666666,3,9.0,9.0,9.5,,4,9.0,False,Model,Model,30,26-35,Derek Hough,4,Poland,Unknown,0,1.0,0.1428571428571428,10.0,0.5305824484332196,1103247.5288586868,585363.7750897411
Aaron Carter,9,7,26.5,8.833333333333334,3,8.5,9.0,9.0,,5,8.0,False,Singer/Rapper,Entertainment,21,≤25,Karina Smirnoff,6,United States,Florida,1,2.0,0.2857142857142857,10.0,0.19519037462498842,1103247.5288586868,215343.2984620198
Donny Osmond,9,7,26.0,8.666666666666666,3,8.5,8.5,9.0,,1,,False,Singer/Rapper,Entertainment,51,46-55,Kym Johnson,6,United States,Utah,1,3.0,0.5,10.0,0.11838894669085029,1103247.5288586868,130612.31288086339
Kelly Osbourne,9,7,26.0,8.666666666666666,3,8.5,8.5,9.0,,3,,False,TV Personality,Media,24,≤25,Louis van Amstel,4,England,Unknown,0,3.0,0.5,10.0,0.11838894669085029,1103247.5288586868,130612.31288086339
Mya,9,7,24.5,8.166666666666666,3,8.5,7.5,8.5,,2,,False,Singer/Rapper,Entertainment,29,26-35,Dmitry Chaplin,1,United States,Washington D.C.,1,5.0,0.7142857142857143,10.0,0.026416144634933348,1103247.5288586868,29143.546290463873
Michael Irvin,9,7,23.5,7.833333333333333,3,8.0,8.0,7.5,,7,7.0,True,Athlete,Sports,43,36-45,Anna Demidova,0,United States,Florida,1,6.0,0.8571428571428571,10.0,0.009717956526203273,1103247.5288586868,10721.31152308991
Mark Dacascos,9,7,21.5,7.166666666666667,3,7.0,7.5,7.0,,6,7.0,True,Actor/Actress,Entertainment,45,36-45,Lacey Schwimmer,2,United States,Hawaii,1,7.0,1.0,10.0,0.0013151823989548089,1103247.5288586868,1450.9717316453325
Mya,9,8,29.5,9.833333333333334,3,9.5,10.0,10.0,,2,,False,Singer/Rapper,Entertainment,29,26-35,Dmitry Chaplin,1,United States,Washington D.C.,1,1.0,0.2,10.0,0.9339413780201957,1164539.058239725,1087611.2128107497
Joanna Krupa,9,8,26.0,8.666666666666666,3,8.5,8.5,9.0,,4,9.0,False,Model,Model,30,26-35,Derek Hough,4,Poland,Unknown,0,2.0,0.4,10.0,0.028202585886044355,1164539.058239725,32843.01280765905
Kelly Osbourne,9,8,25.5,8.5,3,8.0,8.5,9.0,,3,,False,TV Personality,Media,24,≤25,Louis van Amstel,4,England,Unknown,0,3.0,0.6,10.0,0.017105733023064684,1164539.058239725,19920.29422517991
Donny Osmond,9,8,25.0,8.333333333333334,3,8.5,8.0,8.5,,1,,False,Singer/Rapper,Entertainment,51,46-55,Kym Johnson,6,United States,Utah,1,4.0,0.9,10.0,0.010475151535347603,1164539.058239725,12198.723103892107
Aaron Carter,9,8,25.0,8.333333333333334,3,8.0,8.5,8.5,,5,8.0,True,Singer/Rapper,Entertainment,21,≤25,Karina Smirnoff,6,United States,Florida,1,4.0,0.9,10.0,0.010275151535347605,1164539.058239725,11965.815292244164
Donny Osmond,9,9,24.666600000000003,8.2222,3,8.0,8.3333,8.3333,,1,,False,Singer/Rapper,Entertainment,51,46-55,Kym Johnson,6,United States,Utah,1,4.0,1.0,10.0,0.5386810752389631,1225830.5876207633,660331.7390003628
